,event_id,store_id,campaign_id,product_code,base_price,promo_type,quantity_sold(before_promo),quantity_sold(after_promo),incremental_revenue,incremental_sold_units,revenue_before_promo,revenue_after_promo,city,product_name,category,campaign_name,start_date,end_date
393,da3c49,STMLR-2,CAMP_SAN_01,P02,860,33% OFF,270,313,36980.00,43,232200.00,269180.00,Mangalore,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
394,3459ec,STCHE-3,CAMP_SAN_01,P02,860,33% OFF,468,636,144480.00,168,402480.00,546960.00,Chennai,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
395,7f81c2,STCHE-2,CAMP_DIW_01,P05,55,25% OFF,91,88,-165.00,-3,5005.00,4840.00,Chennai,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Diwali,12-11-2023,18-11-2023
396,b17786,STMLR-0,CAMP_SAN_01,P13,350,BOGOF,63,163,35000.00,100,22050.00,57050.00,Mangalore,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Sankranti,10-01-2024,16-01-2024
397,2cbc21,STHYD-1,CAMP_SAN_01,P09,90,25% OFF,58,47,-990.00,-11,5220.00,4230.00,Hyderabad,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Sankranti,10-01-2024,16-01-2024
398,eacf93,STTRV-1,CAMP_SAN_01,P11,190,50% OFF,24,34,1900.00,10,4560.00,6460.00,Trivandrum,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Sankranti,10-01-2024,16-01-2024
399,0f184e,STVSK-0,CAMP_DIW_01,P05,55,25% OFF,89,80,-495.00,-9,4895.00,4400.00,Visakhapatnam,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Diwali,12-11-2023,18-11-2023
400,52ec61,STBLR-8,CAMP_DIW_01,P10,65,50% OFF,133,172,2535.00,39,8645.00,11180.00,Bengaluru,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Diwali,12-11-2023,18-11-2023
401,541bef,STHYD-4,CAMP_SAN_01,P01,172,33% OFF,234,322,15136.00,88,40248.00,55384.00,Hyderabad,Atliq_Masoor_Dal (1KG),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
402,86a92b,STMLR-2,CAMP_DIW_01,P11,190,50% OFF,42,45,570.00,3,7980.00,8550.00,Mangalore,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Diwali,12-11-2023,18-11-2023
403,861116,STBLR-7,CAMP_DIW_01,P06,415,25% OFF,96,84,-4980.00,-12,39840.00,34860.00,Bengaluru,Atliq_Fusion_Container_Set_of_3,Home Care,Diwali,12-11-2023,18-11-2023
404,c6d7c5,STMYS-3,CAMP_DIW_01,P12,62,50% OFF,124,145,1302.00,21,7688.00,8990.00,Mysuru,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Diwali,12-11-2023,18-11-2023
405,b58c2d,STMYS-0,CAMP_SAN_01,P02,860,33% OFF,499,703,175440.00,204,429140.00,604580.00,Mysuru,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
406,d59c23,STCBE-3,CAMP_DIW_01,P03,156,25% OFF,252,224,-4368.00,-28,39312.00,34944.00,Coimbatore,Atliq_Suflower_Oil (1L),Grocery & Staples,Diwali,12-11-2023,18-11-2023
407,68a7bc,STBLR-5,CAMP_DIW_01,P04,290,25% OFF,322,276,-13340.00,-46,93380.00,80040.00,Bengaluru,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Diwali,12-11-2023,18-11-2023
408,f98db5,STBLR-2,CAMP_SAN_01,P15,3000,500 Cashback,129,279,450000.00,150,387000.00,837000.00,Bengaluru,Atliq_Home_Essential_8_Product_Combo,Combo1,Sankranti,10-01-2024,16-01-2024
409,ffaba4,STBLR-8,CAMP_SAN_01,P09,90,25% OFF,46,33,-1170.00,-13,4140.00,2970.00,Bengaluru,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Sankranti,10-01-2024,16-01-2024
410,f725c0,STCBE-3,CAMP_SAN_01,P03,200,BOGOF,228,898,134000.00,670,45600.00,179600.00,Coimbatore,Atliq_Suflower_Oil (1L),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
411,f8e037,STHYD-2,CAMP_DIW_01,P08,1190,BOGOF,52,175,146370.00,123,61880.00,208250.00,Hyderabad,Atliq_Double_Bedsheet_set,Home Care,Diwali,12-11-2023,18-11-2023
412,b526b4,STCHE-7,CAMP_SAN_01,P02,860,33% OFF,525,756,198660.00,231,451500.00,650160.00,Chennai,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
413,0491f4,STVSK-2,CAMP_DIW_01,P11,190,50% OFF,38,58,3800.00,20,7220.00,11020.00,Visakhapatnam,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Diwali,12-11-2023,18-11-2023
414,879d99,STHYD-5,CAMP_DIW_01,P09,110,50% OFF,92,124,3520.00,32,10120.00,13640.00,Hyderabad,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Diwali,12-11-2023,18-11-2023
415,ec3591,STCHE-1,CAMP_SAN_01,P09,90,25% OFF,79,63,-1440.00,-16,7110.00,5670.00,Chennai,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Sankranti,10-01-2024,16-01-2024
416,2db607,STCBE-1,CAMP_DIW_01,P14,1020,BOGOF,40,136,97920.00,96,40800.00,138720.00,Coimbatore,Atliq_waterproof_Immersion_Rod,Home Appliances,Diwali,12-11-2023,18-11-2023
417,b78191,STBLR-3,CAMP_SAN_01,P14,1020,BOGOF,91,361,275400.00,270,92820.00,368220.00,Bengaluru,Atliq_waterproof_Immersion_Rod,Home Appliances,Sankranti,10-01-2024,16-01-2024
418,7b1d41,STMYS-2,CAMP_DIW_01,P14,1020,BOGOF,43,125,83640.00,82,43860.00,127500.00,Mysuru,Atliq_waterproof_Immersion_Rod,Home Appliances,Diwali,12-11-2023,18-11-2023
419,a6e691,STCHE-0,CAMP_SAN_01,P03,200,BOGOF,294,1134,168000.00,840,58800.00,226800.00,Chennai,Atliq_Suflower_Oil (1L),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
420,f21ef6,STMLR-1,CAMP_SAN_01,P06,415,25% OFF,18,14,-1660.00,-4,7470.00,5810.00,Mangalore,Atliq_Fusion_Container_Set_of_3,Home Care,Sankranti,10-01-2024,16-01-2024
421,b999c5,STMYS-2,CAMP_SAN_01,P03,200,BOGOF,406,1015,121800.00,609,81200.00,203000.00,Mysuru,Atliq_Suflower_Oil (1L),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
422,f6aa36,STVSK-3,CAMP_DIW_01,P06,415,25% OFF,63,54,-3735.00,-9,26145.00,22410.00,Visakhapatnam,Atliq_Fusion_Container_Set_of_3,Home Care,Diwali,12-11-2023,18-11-2023
423,d78c78,STCHE-0,CAMP_DIW_01,P14,1020,BOGOF,52,182,132600.00,130,53040.00,185640.00,Chennai,Atliq_waterproof_Immersion_Rod,Home Appliances,Diwali,12-11-2023,18-11-2023
424,12573c,STHYD-3,CAMP_SAN_01,P12,62,50% OFF,64,100,2232.00,36,3968.00,6200.00,Hyderabad,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Sankranti,10-01-2024,16-01-2024
425,38ebfb,STCBE-1,CAMP_SAN_01,P10,50,25% OFF,27,20,-350.00,-7,1350.00,1000.00,Coimbatore,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Sankranti,10-01-2024,16-01-2024
426,5d23c1,STVSK-4,CAMP_SAN_01,P12,62,50% OFF,40,58,1116.00,18,2480.00,3596.00,Visakhapatnam,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Sankranti,10-01-2024,16-01-2024
427,449732,STBLR-9,CAMP_DIW_01,P05,55,25% OFF,101,97,-220.00,-4,5555.00,5335.00,Bengaluru,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Diwali,12-11-2023,18-11-2023
428,b83644,STBLR-6,CAMP_DIW_01,P11,190,50% OFF,75,117,7980.00,42,14250.00,22230.00,Bengaluru,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Diwali,12-11-2023,18-11-2023
429,17537,STMDU-2,CAMP_SAN_01,P08,1190,BOGOF,33,129,114240.00,96,39270.00,153510.00,Madurai,Atliq_Double_Bedsheet_set,Home Care,Sankranti,10-01-2024,16-01-2024
430,ab8eb3,STHYD-6,CAMP_DIW_01,P06,415,25% OFF,85,74,-4565.00,-11,35275.00,30710.00,Hyderabad,Atliq_Fusion_Container_Set_of_3,Home Care,Diwali,12-11-2023,18-11-2023
431,99ce6a,STVSK-3,CAMP_SAN_01,P03,200,BOGOF,250,687,87400.00,437,50000.00,137400.00,Visakhapatnam,Atliq_Suflower_Oil (1L),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
432,42b041,STBLR-1,CAMP_DIW_01,P01,172,33% OFF,357,514,27004.00,157,61404.00,88408.00,Bengaluru,Atliq_Masoor_Dal (1KG),Grocery & Staples,Diwali,12-11-2023,18-11-2023
433,fd5955,STCBE-0,CAMP_DIW_01,P02,860,33% OFF,313,541,196080.00,228,269180.00,465260.00,Coimbatore,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Diwali,12-11-2023,18-11-2023
434,9.33E+11,STBLR-3,CAMP_SAN_01,P08,1190,BOGOF,40,154,135660.00,114,47600.00,183260.00,Bengaluru,Atliq_Double_Bedsheet_set,Home Care,Sankranti,10-01-2024,16-01-2024
435,268b09,STMLR-1,CAMP_SAN_01,P13,350,BOGOF,49,189,49000.00,140,17150.00,66150.00,Mangalore,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Sankranti,10-01-2024,16-01-2024
436,dcaeaa,STBLR-7,CAMP_DIW_01,P04,290,25% OFF,276,242,-9860.00,-34,80040.00,70180.00,Bengaluru,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Diwali,12-11-2023,18-11-2023
437,d31787,STMYS-2,CAMP_SAN_01,P10,50,25% OFF,25,20,-250.00,-5,1250.00,1000.00,Mysuru,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Sankranti,10-01-2024,16-01-2024
438,f34069,STBLR-9,CAMP_SAN_01,P09,90,25% OFF,61,57,-360.00,-4,5490.00,5130.00,Bengaluru,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Sankranti,10-01-2024,16-01-2024
439,4f40ed,STCHE-5,CAMP_SAN_01,P02,860,33% OFF,564,721,135020.00,157,485040.00,620060.00,Chennai,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
440,12bb06,STHYD-1,CAMP_DIW_01,P03,156,25% OFF,351,319,-4992.00,-32,54756.00,49764.00,Hyderabad,Atliq_Suflower_Oil (1L),Grocery & Staples,Diwali,12-11-2023,18-11-2023
441,5f2c41,STCHE-6,CAMP_DIW_01,P08,1190,BOGOF,54,185,155890.00,131,64260.00,220150.00,Chennai,Atliq_Double_Bedsheet_set,Home Care,Diwali,12-11-2023,18-11-2023
442,e0de60,STHYD-6,CAMP_DIW_01,P03,156,25% OFF,327,294,-5148.00,-33,51012.00,45864.00,Hyderabad,Atliq_Suflower_Oil (1L),Grocery & Staples,Diwali,12-11-2023,18-11-2023
443,152ae4,STHYD-1,CAMP_SAN_01,P12,62,50% OFF,51,57,372.00,6,3162.00,3534.00,Hyderabad,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Sankranti,10-01-2024,16-01-2024
444,8e6ee5,STMLR-0,CAMP_DIW_01,P05,55,25% OFF,52,45,-385.00,-7,2860.00,2475.00,Mangalore,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Diwali,12-11-2023,18-11-2023
445,d0fd0e,STBLR-0,CAMP_SAN_01,P11,190,50% OFF,43,62,3610.00,19,8170.00,11780.00,Bengaluru,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Sankranti,10-01-2024,16-01-2024
446,4fa17c,STCHE-4,CAMP_DIW_01,P01,172,33% OFF,327,503,30272.00,176,56244.00,86516.00,Chennai,Atliq_Masoor_Dal (1KG),Grocery & Staples,Diwali,12-11-2023,18-11-2023
447,bcf305,STCHE-5,CAMP_DIW_01,P09,110,50% OFF,75,80,550.00,5,8250.00,8800.00,Chennai,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Diwali,12-11-2023,18-11-2023
448,66050c,STCHE-6,CAMP_SAN_01,P08,1190,BOGOF,60,238,211820.00,178,71400.00,283220.00,Chennai,Atliq_Double_Bedsheet_set,Home Care,Sankranti,10-01-2024,16-01-2024
449,407f1c,STBLR-2,CAMP_SAN_01,P13,350,BOGOF,117,469,123200.00,352,40950.00,164150.00,Bengaluru,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Sankranti,10-01-2024,16-01-2024
450,e12c11,STCHE-1,CAMP_SAN_01,P14,1020,BOGOF,112,294,185640.00,182,114240.00,299880.00,Chennai,Atliq_waterproof_Immersion_Rod,Home Appliances,Sankranti,10-01-2024,16-01-2024
451,46d57b,STBLR-9,CAMP_DIW_01,P13,350,BOGOF,94,329,82250.00,235,32900.00,115150.00,Bengaluru,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Diwali,12-11-2023,18-11-2023
452,e80ad8,STCHE-7,CAMP_DIW_01,P10,65,50% OFF,136,179,2795.00,43,8840.00,11635.00,Chennai,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Diwali,12-11-2023,18-11-2023
453,f2bdcc,STBLR-4,CAMP_DIW_01,P01,172,33% OFF,337,478,24252.00,141,57964.00,82216.00,Bengaluru,Atliq_Masoor_Dal (1KG),Grocery & Staples,Diwali,12-11-2023,18-11-2023
454,8d20b8,STBLR-5,CAMP_DIW_01,P09,110,50% OFF,75,95,2200.00,20,8250.00,10450.00,Bengaluru,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Diwali,12-11-2023,18-11-2023
455,f88523,STTRV-1,CAMP_SAN_01,P05,55,25% OFF,10,9,-55.00,-1,550.00,495.00,Trivandrum,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Sankranti,10-01-2024,16-01-2024
456,177b80,STMLR-0,CAMP_SAN_01,P14,1020,BOGOF,37,96,60180.00,59,37740.00,97920.00,Mangalore,Atliq_waterproof_Immersion_Rod,Home Appliances,Sankranti,10-01-2024,16-01-2024
457,317699,STCHE-2,CAMP_SAN_01,P03,200,BOGOF,310,1246,187200.00,936,62000.00,249200.00,Chennai,Atliq_Suflower_Oil (1L),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
458,ef6d6d,STBLR-2,CAMP_SAN_01,P14,1020,BOGOF,88,346,263160.00,258,89760.00,352920.00,Bengaluru,Atliq_waterproof_Immersion_Rod,Home Appliances,Sankranti,10-01-2024,16-01-2024
459,1e51ee,STVSK-3,CAMP_SAN_01,P12,62,50% OFF,43,51,496.00,8,2666.00,3162.00,Visakhapatnam,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Sankranti,10-01-2024,16-01-2024
460,c55ec9,STBLR-1,CAMP_SAN_01,P15,3000,500 Cashback,136,220,252000.00,84,408000.00,660000.00,Bengaluru,Atliq_Home_Essential_8_Product_Combo,Combo1,Sankranti,10-01-2024,16-01-2024
461,6bbadf,STHYD-1,CAMP_DIW_01,P14,1020,BOGOF,43,127,85680.00,84,43860.00,129540.00,Hyderabad,Atliq_waterproof_Immersion_Rod,Home Appliances,Diwali,12-11-2023,18-11-2023
462,edaef4,STHYD-5,CAMP_SAN_01,P03,200,BOGOF,416,1630,242800.00,1214,83200.00,326000.00,Hyderabad,Atliq_Suflower_Oil (1L),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
463,d3f755,STCBE-1,CAMP_SAN_01,P08,1190,BOGOF,43,171,152320.00,128,51170.00,203490.00,Coimbatore,Atliq_Double_Bedsheet_set,Home Care,Sankranti,10-01-2024,16-01-2024
464,0ba095,STCBE-1,CAMP_DIW_01,P03,156,25% OFF,274,210,-9984.00,-64,42744.00,32760.00,Coimbatore,Atliq_Suflower_Oil (1L),Grocery & Staples,Diwali,12-11-2023,18-11-2023
465,911349,STHYD-0,CAMP_DIW_01,P15,3000,500 Cashback,397,1214,2451000.00,817,1191000.00,3642000.00,Hyderabad,Atliq_Home_Essential_8_Product_Combo,Combo1,Diwali,12-11-2023,18-11-2023
466,6d65d2,STBLR-8,CAMP_SAN_01,P04,370,BOGOF,480,1867,513190.00,1387,177600.00,690790.00,Bengaluru,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
467,4ab3bc,STHYD-2,CAMP_SAN_01,P09,90,25% OFF,66,49,-1530.00,-17,5940.00,4410.00,Hyderabad,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Sankranti,10-01-2024,16-01-2024
468,c22cf6,STCHE-6,CAMP_SAN_01,P12,62,50% OFF,58,81,1426.00,23,3596.00,5022.00,Chennai,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Sankranti,10-01-2024,16-01-2024
469,cc2182,STMDU-1,CAMP_DIW_01,P12,62,50% OFF,85,117,1984.00,32,5270.00,7254.00,Madurai,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Diwali,12-11-2023,18-11-2023
470,bdf2b8,STVJD-1,CAMP_DIW_01,P12,62,50% OFF,56,71,930.00,15,3472.00,4402.00,Vijayawada,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Diwali,12-11-2023,18-11-2023
471,db8aa8,STTRV-1,CAMP_SAN_01,P03,200,BOGOF,193,746,110600.00,553,38600.00,149200.00,Trivandrum,Atliq_Suflower_Oil (1L),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
472,466d6c,STMYS-1,CAMP_SAN_01,P11,190,50% OFF,31,50,3610.00,19,5890.00,9500.00,Mysuru,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Sankranti,10-01-2024,16-01-2024
473,6444b7,STCHE-2,CAMP_DIW_01,P06,415,25% OFF,85,81,-1660.00,-4,35275.00,33615.00,Chennai,Atliq_Fusion_Container_Set_of_3,Home Care,Diwali,12-11-2023,18-11-2023
474,f1cd45,STVJD-1,CAMP_DIW_01,P11,190,50% OFF,50,64,2660.00,14,9500.00,12160.00,Vijayawada,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Diwali,12-11-2023,18-11-2023
475,23421e,STBLR-2,CAMP_SAN_01,P12,62,50% OFF,54,77,1426.00,23,3348.00,4774.00,Bengaluru,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Sankranti,10-01-2024,16-01-2024
476,3c3c49,STCBE-2,CAMP_SAN_01,P08,1190,BOGOF,40,168,152320.00,128,47600.00,199920.00,Coimbatore,Atliq_Double_Bedsheet_set,Home Care,Sankranti,10-01-2024,16-01-2024
477,680acd,STHYD-3,CAMP_SAN_01,P11,190,50% OFF,46,73,5130.00,27,8740.00,13870.00,Hyderabad,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Sankranti,10-01-2024,16-01-2024
478,fe2fe7,STCHE-4,CAMP_DIW_01,P05,55,25% OFF,127,115,-660.00,-12,6985.00,6325.00,Chennai,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Diwali,12-11-2023,18-11-2023
479,e2abd2,STCHE-3,CAMP_DIW_01,P09,110,50% OFF,73,92,2090.00,19,8030.00,10120.00,Chennai,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Diwali,12-11-2023,18-11-2023
480,7c51b1,STCBE-0,CAMP_DIW_01,P09,110,50% OFF,59,89,3300.00,30,6490.00,9790.00,Coimbatore,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Diwali,12-11-2023,18-11-2023
481,494f1b,STVSK-2,CAMP_SAN_01,P13,350,BOGOF,94,374,98000.00,280,32900.00,130900.00,Visakhapatnam,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Sankranti,10-01-2024,16-01-2024
482,144c17,STCHE-2,CAMP_DIW_01,P02,860,33% OFF,411,509,84280.00,98,353460.00,437740.00,Chennai,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Diwali,12-11-2023,18-11-2023
483,28acbc,STBLR-2,CAMP_DIW_01,P10,65,50% OFF,105,132,1755.00,27,6825.00,8580.00,Bengaluru,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Diwali,12-11-2023,18-11-2023
484,00af86,STCBE-0,CAMP_SAN_01,P06,415,25% OFF,15,14,-415.00,-1,6225.00,5810.00,Coimbatore,Atliq_Fusion_Container_Set_of_3,Home Care,Sankranti,10-01-2024,16-01-2024
485,6321fa,STCHE-3,CAMP_SAN_01,P10,50,25% OFF,31,26,-250.00,-5,1550.00,1300.00,Chennai,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Sankranti,10-01-2024,16-01-2024
486,6a7668,STCHE-4,CAMP_SAN_01,P15,3000,500 Cashback,112,321,627000.00,209,336000.00,963000.00,Chennai,Atliq_Home_Essential_8_Product_Combo,Combo1,Sankranti,10-01-2024,16-01-2024
487,c7fefa,STMDU-1,CAMP_SAN_01,P11,190,50% OFF,28,40,2280.00,12,5320.00,7600.00,Madurai,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Sankranti,10-01-2024,16-01-2024
488,c5f80e,STCHE-1,CAMP_DIW_01,P14,1020,BOGOF,43,125,83640.00,82,43860.00,127500.00,Chennai,Atliq_waterproof_Immersion_Rod,Home Appliances,Diwali,12-11-2023,18-11-2023
489,86755e,STCHE-4,CAMP_SAN_01,P07,300,BOGOF,45,191,43800.00,146,13500.00,57300.00,Chennai,Atliq_Curtains,Home Care,Sankranti,10-01-2024,16-01-2024
490,3.56E+10,STMDU-3,CAMP_SAN_01,P08,1190,BOGOF,36,145,129710.00,109,42840.00,172550.00,Madurai,Atliq_Double_Bedsheet_set,Home Care,Sankranti,10-01-2024,16-01-2024
491,a26b45,STBLR-3,CAMP_DIW_01,P01,172,33% OFF,287,413,21672.00,126,49364.00,71036.00,Bengaluru,Atliq_Masoor_Dal (1KG),Grocery & Staples,Diwali,12-11-2023,18-11-2023
492,fe7b5d,STHYD-2,CAMP_SAN_01,P03,200,BOGOF,472,1902,286000.00,1430,94400.00,380400.00,Hyderabad,Atliq_Suflower_Oil (1L),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
493,8d68bc,STHYD-2,CAMP_DIW_01,P03,156,25% OFF,357,289,-10608.00,-68,55692.00,45084.00,Hyderabad,Atliq_Suflower_Oil (1L),Grocery & Staples,Diwali,12-11-2023,18-11-2023
494,9bc176,STHYD-3,CAMP_SAN_01,P04,370,BOGOF,416,1085,247530.00,669,153920.00,401450.00,Hyderabad,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
495,17df71,STHYD-0,CAMP_SAN_01,P08,1190,BOGOF,46,179,158270.00,133,54740.00,213010.00,Hyderabad,Atliq_Double_Bedsheet_set,Home Care,Sankranti,10-01-2024,16-01-2024
496,342d35,STCBE-3,CAMP_DIW_01,P08,1190,BOGOF,29,96,79730.00,67,34510.00,114240.00,Coimbatore,Atliq_Double_Bedsheet_set,Home Care,Diwali,12-11-2023,18-11-2023
497,d8f51c,STMYS-1,CAMP_DIW_01,P15,3000,500 Cashback,449,1499,3150000.00,1050,1347000.00,4497000.00,Mysuru,Atliq_Home_Essential_8_Product_Combo,Combo1,Diwali,12-11-2023,18-11-2023
498,cd36b2,STCHE-4,CAMP_DIW_01,P10,65,50% OFF,127,168,2665.00,41,8255.00,10920.00,Chennai,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Diwali,12-11-2023,18-11-2023
499,780aaa,STMYS-1,CAMP_SAN_01,P06,415,25% OFF,19,14,-2075.00,-5,7885.00,5810.00,Mysuru,Atliq_Fusion_Container_Set_of_3,Home Care,Sankranti,10-01-2024,16-01-2024
500,decd5e,STMDU-2,CAMP_SAN_01,P10,50,25% OFF,21,17,-200.00,-4,1050.00,850.00,Madurai,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Sankranti,10-01-2024,16-01-2024
501,d88318,STCHE-5,CAMP_DIW_01,P08,1190,BOGOF,45,149,123760.00,104,53550.00,177310.00,Chennai,Atliq_Double_Bedsheet_set,Home Care,Diwali,12-11-2023,18-11-2023
502,bf2632,STCHE-1,CAMP_SAN_01,P12,62,50% OFF,57,66,558.00,9,3534.00,4092.00,Chennai,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Sankranti,10-01-2024,16-01-2024
503,902903,STVSK-2,CAMP_DIW_01,P13,350,BOGOF,49,164,40250.00,115,17150.00,57400.00,Visakhapatnam,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Diwali,12-11-2023,18-11-2023
504,8481be,STCHE-1,CAMP_DIW_01,P04,290,25% OFF,327,287,-11600.00,-40,94830.00,83230.00,Chennai,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Diwali,12-11-2023,18-11-2023
505,333ef0,STHYD-0,CAMP_DIW_01,P14,1020,BOGOF,47,163,118320.00,116,47940.00,166260.00,Hyderabad,Atliq_waterproof_Immersion_Rod,Home Appliances,Diwali,12-11-2023,18-11-2023
506,5dd3d3,STVJD-0,CAMP_DIW_01,P09,110,50% OFF,40,54,1540.00,14,4400.00,5940.00,Vijayawada,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Diwali,12-11-2023,18-11-2023
507,98cc83,STVSK-0,CAMP_DIW_01,P10,65,50% OFF,84,127,2795.00,43,5460.00,8255.00,Visakhapatnam,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Diwali,12-11-2023,18-11-2023
508,5a6ad7,STBLR-9,CAMP_DIW_01,P14,1020,BOGOF,45,153,110160.00,108,45900.00,156060.00,Bengaluru,Atliq_waterproof_Immersion_Rod,Home Appliances,Diwali,12-11-2023,18-11-2023
509,b0cc1e,STBLR-9,CAMP_SAN_01,P02,860,33% OFF,610,847,203820.00,237,524600.00,728420.00,Bengaluru,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
510,21b73e,STTRV-0,CAMP_DIW_01,P05,55,25% OFF,61,59,-110.00,-2,3355.00,3245.00,Trivandrum,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Diwali,12-11-2023,18-11-2023
511,c3c9e3,STVSK-1,CAMP_DIW_01,P15,3000,500 Cashback,301,869,1704000.00,568,903000.00,2607000.00,Visakhapatnam,Atliq_Home_Essential_8_Product_Combo,Combo1,Diwali,12-11-2023,18-11-2023
512,b76f57,STBLR-8,CAMP_DIW_01,P13,350,BOGOF,66,220,53900.00,154,23100.00,77000.00,Bengaluru,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Diwali,12-11-2023,18-11-2023
513,95792f,STMDU-2,CAMP_SAN_01,P15,3000,500 Cashback,106,243,411000.00,137,318000.00,729000.00,Madurai,Atliq_Home_Essential_8_Product_Combo,Combo1,Sankranti,10-01-2024,16-01-2024
514,53b2fd,STHYD-6,CAMP_DIW_01,P01,172,33% OFF,320,467,25284.00,147,55040.00,80324.00,Hyderabad,Atliq_Masoor_Dal (1KG),Grocery & Staples,Diwali,12-11-2023,18-11-2023
515,6a54d2,STCHE-5,CAMP_SAN_01,P01,172,33% OFF,303,360,9804.00,57,52116.00,61920.00,Chennai,Atliq_Masoor_Dal (1KG),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
